               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 166,            0.017596,            0.015123,                   0,             0.50803,             0.62747,             0.55118,             0.40027,             0.02892,             0.01637,                   0,            0.006733,            0.006733,            0.006733
                 167,            0.018205,            0.015921,                   0,              0.6091,             0.53165,             0.54805,             0.39461,            0.028986,            0.016194,                   0,           0.0067132,           0.0067132,           0.0067132
                 168,            0.019884,            0.015849,                   0,             0.47128,              0.5443,             0.45959,             0.33439,             0.02935,            0.017613,                   0,           0.0066934,           0.0066934,           0.0066934
                 169,            0.017694,            0.014619,                   0,             0.48701,             0.58228,              0.5175,             0.37297,            0.029798,            0.017385,                   0,           0.0066736,           0.0066736,           0.0066736
                 170,            0.017858,            0.014489,                   0,             0.45343,             0.58228,             0.49984,             0.34097,            0.029959,            0.017058,                   0,           0.0066538,           0.0066538,           0.0066538
                 171,            0.017655,            0.014958,                   0,             0.48483,             0.49367,             0.42647,             0.28581,            0.029952,              0.0185,                   0,            0.006634,            0.006634,            0.006634
                 172,             0.01842,            0.015355,                   0,             0.48248,             0.48387,             0.44953,             0.31623,            0.028574,            0.019062,                   0,           0.0066142,           0.0066142,           0.0066142
                 173,            0.017553,            0.014512,                   0,             0.59033,             0.55696,             0.57202,             0.37959,            0.029248,            0.018522,                   0,           0.0065944,           0.0065944,           0.0065944
                 174,             0.01822,            0.014744,                   0,             0.72779,             0.48101,             0.56646,             0.37695,            0.029818,            0.017275,                   0,           0.0065746,           0.0065746,           0.0065746
                 175,            0.018707,              0.0147,                   0,             0.61929,              0.5443,             0.57714,             0.41918,            0.029998,            0.017617,                   0,           0.0065548,           0.0065548,           0.0065548
                 176,            0.017832,            0.015204,                   0,             0.53363,             0.60759,             0.52445,             0.34777,            0.030713,            0.017658,                   0,            0.006535,            0.006535,            0.006535
                 177,            0.017703,            0.015363,                   0,             0.56046,             0.60759,             0.49717,             0.35688,            0.028154,            0.017185,                   0,           0.0065152,           0.0065152,           0.0065152
                 178,            0.017772,            0.014578,                   0,             0.64203,             0.51899,             0.51467,             0.35936,            0.029402,            0.016226,                   0,           0.0064954,           0.0064954,           0.0064954
                 179,             0.01747,            0.016318,                   0,             0.75405,             0.58214,             0.65234,             0.46789,            0.029064,            0.014771,                   0,           0.0064756,           0.0064756,           0.0064756
                 180,            0.017918,            0.014507,                   0,             0.72085,             0.56962,             0.62031,             0.45985,            0.029373,             0.01529,                   0,           0.0064558,           0.0064558,           0.0064558
                 181,            0.017215,             0.01445,                   0,             0.68798,             0.61407,             0.62524,             0.44195,            0.029874,            0.015925,                   0,            0.006436,            0.006436,            0.006436
                 182,            0.017451,            0.015406,                   0,             0.58066,             0.64557,             0.57299,              0.3998,            0.029853,            0.015753,                   0,           0.0064162,           0.0064162,           0.0064162
                 183,             0.01701,            0.014939,                   0,             0.62775,             0.62025,             0.57872,             0.40811,            0.031027,            0.016278,                   0,           0.0063964,           0.0063964,           0.0063964
                 184,            0.017766,            0.015738,                   0,             0.62464,             0.63291,             0.64531,             0.46401,            0.028486,            0.016319,                   0,           0.0063766,           0.0063766,           0.0063766
                 185,            0.017757,            0.015737,                   0,             0.75333,             0.46835,             0.58831,             0.42192,            0.029471,            0.018367,                   0,           0.0063568,           0.0063568,           0.0063568
                 186,            0.017566,            0.014334,                   0,             0.62743,             0.50633,              0.5561,             0.41512,            0.027274,            0.017805,                   0,            0.006337,            0.006337,            0.006337
                 187,            0.018377,             0.01535,                   0,             0.54408,             0.49367,             0.43468,             0.31899,             0.02969,            0.017694,                   0,           0.0063172,           0.0063172,           0.0063172
                 188,            0.018173,            0.016104,                   0,             0.55112,             0.62025,             0.51843,             0.37347,            0.028454,            0.016747,                   0,           0.0062974,           0.0062974,           0.0062974
                 189,            0.018188,            0.015319,                   0,             0.60417,             0.56034,             0.56012,             0.38943,            0.028959,            0.015699,                   0,           0.0062776,           0.0062776,           0.0062776
                 190,            0.017176,            0.013893,                   0,             0.62744,             0.67089,             0.60678,             0.42281,            0.029013,            0.015874,                   0,           0.0062578,           0.0062578,           0.0062578
                 191,            0.017232,            0.015534,                   0,             0.69001,             0.67626,              0.5998,             0.41799,            0.029661,            0.016462,                   0,            0.006238,            0.006238,            0.006238
                 192,            0.017672,            0.017005,                   0,             0.66528,             0.55353,             0.54122,             0.37422,             0.02902,            0.017846,                   0,           0.0062182,           0.0062182,           0.0062182
                 193,            0.017195,            0.014313,                   0,             0.59947,             0.46835,             0.47009,             0.31822,            0.029653,            0.018056,                   0,           0.0061984,           0.0061984,           0.0061984
                 194,            0.017529,            0.015061,                   0,              0.5324,             0.56213,              0.5225,             0.38761,            0.029394,            0.018678,                   0,           0.0061786,           0.0061786,           0.0061786
                 195,            0.018294,            0.014494,                   0,             0.63977,             0.46835,             0.53906,             0.37687,            0.030081,            0.018138,                   0,           0.0061588,           0.0061588,           0.0061588
                 196,            0.017819,            0.014824,                   0,             0.55642,             0.44304,             0.47184,             0.33476,            0.035408,            0.018089,                   0,            0.006139,            0.006139,            0.006139
                 197,            0.017249,            0.015437,                   0,             0.66067,             0.51758,             0.51807,              0.3852,            0.033368,            0.017465,                   0,           0.0061192,           0.0061192,           0.0061192
                 198,            0.016887,            0.014386,                   0,             0.68255,             0.56962,             0.57944,             0.43004,            0.030288,            0.017113,                   0,           0.0060994,           0.0060994,           0.0060994
                 199,            0.018043,            0.014989,                   0,             0.65484,             0.60759,             0.60407,             0.43515,            0.029243,            0.016484,                   0,           0.0060796,           0.0060796,           0.0060796
                 200,            0.017809,            0.015568,                   0,             0.67296,             0.63291,             0.59385,             0.44772,            0.028892,            0.017271,                   0,           0.0060598,           0.0060598,           0.0060598
                 201,            0.017119,            0.015282,                   0,              0.6561,             0.63291,             0.60736,             0.44171,            0.029857,            0.018109,                   0,             0.00604,             0.00604,             0.00604
                 202,            0.017231,            0.016036,                   0,             0.66312,             0.54822,             0.59763,             0.42839,            0.029618,            0.018364,                   0,           0.0060202,           0.0060202,           0.0060202
                 203,            0.016704,            0.015235,                   0,             0.52892,             0.62025,             0.59709,             0.42258,            0.031628,            0.018216,                   0,           0.0060004,           0.0060004,           0.0060004
                 204,            0.017064,            0.014946,                   0,             0.69799,             0.50633,              0.5569,             0.38629,             0.02865,            0.018103,                   0,           0.0059806,           0.0059806,           0.0059806
                 205,            0.016493,            0.014081,                   0,             0.64619,             0.53165,             0.53318,             0.36402,            0.029242,            0.018311,                   0,           0.0059608,           0.0059608,           0.0059608
                 206,            0.016413,            0.015074,                   0,             0.61532,             0.52648,             0.53302,             0.38379,            0.033151,            0.018823,                   0,            0.005941,            0.005941,            0.005941
                 207,            0.017164,            0.014924,                   0,             0.63017,             0.53927,             0.54952,              0.3777,            0.030571,            0.018856,                   0,           0.0059212,           0.0059212,           0.0059212
                 208,            0.017014,            0.015085,                   0,             0.63342,             0.55696,             0.55488,             0.37748,            0.031668,            0.018272,                   0,           0.0059014,           0.0059014,           0.0059014
                 209,            0.016314,            0.014906,                   0,             0.59273,              0.5443,             0.50207,               0.353,            0.028827,            0.019254,                   0,           0.0058816,           0.0058816,           0.0058816
                 210,            0.016318,            0.014658,                   0,             0.49194,             0.53933,             0.49403,             0.33801,            0.029606,            0.020009,                   0,           0.0058618,           0.0058618,           0.0058618
                 211,            0.016615,            0.014192,                   0,             0.60377,             0.49367,             0.51618,             0.37237,            0.029842,             0.02019,                   0,            0.005842,            0.005842,            0.005842
                 212,             0.01584,            0.014124,                   0,             0.73309,              0.5443,             0.57441,             0.40633,            0.031464,            0.017913,                   0,           0.0058222,           0.0058222,           0.0058222
                 213,            0.016793,            0.014591,                   0,              0.7531,             0.61779,             0.63175,             0.45545,             0.03213,            0.016972,                   0,           0.0058024,           0.0058024,           0.0058024
                 214,            0.016196,            0.013889,                   0,             0.70284,             0.56962,             0.60254,             0.43981,            0.032377,            0.018176,                   0,           0.0057826,           0.0057826,           0.0057826
                 215,            0.016296,             0.01427,                   0,              0.6121,             0.60759,             0.56892,             0.40367,            0.031802,            0.018341,                   0,           0.0057628,           0.0057628,           0.0057628
                 216,            0.016865,            0.014748,                   0,             0.61357,             0.53165,             0.53496,             0.38019,            0.033114,             0.01724,                   0,            0.005743,            0.005743,            0.005743
                 217,             0.01713,            0.014505,                   0,             0.61401,             0.59494,             0.57402,             0.39422,            0.033229,            0.019467,                   0,           0.0057232,           0.0057232,           0.0057232
                 218,            0.016339,            0.013738,                   0,             0.68076,              0.5443,               0.575,             0.39446,            0.033786,            0.019741,                   0,           0.0057034,           0.0057034,           0.0057034
                 219,            0.016751,            0.013882,                   0,             0.66146,             0.53165,             0.55088,             0.40207,            0.036633,            0.019045,                   0,           0.0056836,           0.0056836,           0.0056836
                 220,            0.015963,            0.013913,                   0,             0.63482,             0.60759,             0.57801,             0.40149,            0.034777,            0.018545,                   0,           0.0056638,           0.0056638,           0.0056638
                 221,            0.016714,            0.012921,                   0,             0.70735,             0.55696,             0.61707,              0.4396,            0.029639,            0.018201,                   0,            0.005644,            0.005644,            0.005644
                 222,             0.01865,            0.013481,                   0,             0.78969,             0.50633,             0.63359,             0.44623,            0.028822,            0.019621,                   0,           0.0056242,           0.0056242,           0.0056242
                 223,            0.017537,            0.013737,                   0,             0.67721,             0.65823,             0.66262,             0.47701,            0.026126,             0.01774,                   0,           0.0056044,           0.0056044,           0.0056044
                 224,            0.016182,            0.013809,                   0,             0.65475,             0.59494,             0.64662,             0.47095,            0.028989,              0.0157,                   0,           0.0055846,           0.0055846,           0.0055846
                 225,            0.016157,            0.013466,                   0,             0.67104,             0.63291,             0.59479,             0.43775,            0.029673,            0.015241,                   0,           0.0055648,           0.0055648,           0.0055648
                 226,            0.016836,            0.014381,                   0,             0.56327,             0.64557,             0.58936,             0.43181,            0.028337,            0.015934,                   0,            0.005545,            0.005545,            0.005545
                 227,            0.016216,            0.014002,                   0,             0.54886,             0.70886,             0.61762,             0.45918,             0.02676,            0.016187,                   0,           0.0055252,           0.0055252,           0.0055252
                 228,            0.017064,            0.015414,                   0,             0.63009,             0.63291,             0.65267,             0.47286,            0.027495,            0.015525,                   0,           0.0055054,           0.0055054,           0.0055054
                 229,            0.016768,            0.015994,                   0,             0.61056,             0.73429,             0.67314,             0.50659,            0.028871,            0.014657,                   0,           0.0054856,           0.0054856,           0.0054856
                 230,            0.017179,            0.013476,                   0,             0.65628,             0.62843,             0.64401,             0.47152,             0.02943,            0.014767,                   0,           0.0054658,           0.0054658,           0.0054658
                 231,            0.016024,            0.014673,                   0,             0.60571,             0.64557,             0.58178,             0.41962,            0.029295,            0.015692,                   0,            0.005446,            0.005446,            0.005446
                 232,            0.015936,            0.014619,                   0,             0.62911,             0.64414,             0.60523,             0.41787,            0.029671,            0.015977,                   0,           0.0054262,           0.0054262,           0.0054262
                 233,            0.015777,            0.013537,                   0,             0.59207,             0.64557,             0.58511,             0.40111,            0.029193,            0.016466,                   0,           0.0054064,           0.0054064,           0.0054064
                 234,            0.016664,             0.01391,                   0,             0.58738,             0.64874,              0.5433,             0.39878,            0.030929,            0.016761,                   0,           0.0053866,           0.0053866,           0.0053866
                 235,            0.017646,            0.014237,                   0,             0.56649,             0.61206,             0.55619,             0.40103,            0.031577,            0.017389,                   0,           0.0053668,           0.0053668,           0.0053668
                 236,            0.016157,            0.014498,                   0,             0.58147,              0.5443,             0.53099,             0.37872,            0.031401,             0.01801,                   0,            0.005347,            0.005347,            0.005347
                 237,            0.015599,            0.013979,                   0,             0.55581,             0.61775,             0.55771,             0.38591,            0.029227,            0.017167,                   0,           0.0053272,           0.0053272,           0.0053272
                 238,            0.016177,            0.012991,                   0,             0.77534,             0.58228,              0.6102,             0.42765,            0.028492,            0.017341,                   0,           0.0053074,           0.0053074,           0.0053074
                 239,            0.016102,            0.013573,                   0,             0.70705,             0.58049,             0.60948,             0.43081,            0.027746,            0.017464,                   0,           0.0052876,           0.0052876,           0.0052876
                 240,            0.014751,            0.012907,                   0,             0.63046,             0.60759,             0.58909,             0.42069,            0.026536,            0.015972,                   0,           0.0052678,           0.0052678,           0.0052678
                 241,            0.016495,            0.013508,                   0,             0.57247,             0.64557,             0.57098,             0.40728,            0.027377,            0.017709,                   0,            0.005248,            0.005248,            0.005248
                 242,            0.015099,            0.013324,                   0,             0.65257,             0.56962,             0.64232,             0.44913,            0.027424,            0.018898,                   0,           0.0052282,           0.0052282,           0.0052282
                 243,            0.015303,            0.013317,                   0,             0.73758,             0.64047,             0.70071,             0.48132,            0.027498,            0.017502,                   0,           0.0052084,           0.0052084,           0.0052084
                 244,            0.015488,            0.013772,                   0,             0.84368,             0.62025,             0.69802,             0.46111,            0.027986,            0.017625,                   0,           0.0051886,           0.0051886,           0.0051886
                 245,            0.016373,            0.016149,                   0,             0.68393,             0.65823,             0.64188,             0.44062,            0.027371,            0.017951,                   0,           0.0051688,           0.0051688,           0.0051688
                 246,            0.015709,            0.014094,                   0,             0.60403,             0.55696,             0.57832,             0.41233,            0.028033,            0.017859,                   0,            0.005149,            0.005149,            0.005149
                 247,            0.016028,            0.013984,                   0,             0.62564,              0.5712,             0.62475,             0.46018,            0.028228,            0.017375,                   0,           0.0051292,           0.0051292,           0.0051292
                 248,            0.015981,            0.013609,                   0,             0.73253,             0.62025,             0.69709,             0.52275,            0.028314,            0.018147,                   0,           0.0051094,           0.0051094,           0.0051094
                 249,            0.014627,            0.012191,                   0,             0.76067,             0.56331,             0.69548,             0.48861,            0.027257,            0.017047,                   0,           0.0050896,           0.0050896,           0.0050896
                 250,            0.015996,            0.012383,                   0,             0.64588,             0.64647,             0.69012,             0.49018,            0.027851,             0.01699,                   0,           0.0050698,           0.0050698,           0.0050698
                 251,            0.015185,             0.01396,                   0,              0.7054,             0.60621,             0.68422,             0.49698,             0.02845,            0.017258,                   0,             0.00505,             0.00505,             0.00505
                 252,            0.015463,            0.013657,                   0,             0.76268,             0.62025,             0.70613,             0.51102,             0.02806,            0.016204,                   0,           0.0050302,           0.0050302,           0.0050302
                 253,            0.015929,            0.013073,                   0,             0.71329,             0.63291,             0.68435,             0.50607,            0.027723,            0.016761,                   0,           0.0050104,           0.0050104,           0.0050104
                 254,            0.015404,            0.013566,                   0,             0.64186,             0.60759,             0.64143,              0.4751,            0.026727,            0.017104,                   0,           0.0049906,           0.0049906,           0.0049906
                 255,            0.016097,            0.013671,                   0,             0.75603,             0.62767,             0.69098,             0.50619,            0.026909,             0.01728,                   0,           0.0049708,           0.0049708,           0.0049708
                 256,            0.015239,            0.013998,                   0,             0.77602,             0.61405,             0.67343,              0.5048,            0.027408,              0.0159,                   0,            0.004951,            0.004951,            0.004951
                 257,             0.01521,            0.014462,                   0,             0.66961,             0.66706,             0.67096,             0.48983,            0.027997,            0.015994,                   0,           0.0049312,           0.0049312,           0.0049312
                 258,            0.015047,            0.014248,                   0,             0.77519,             0.65823,             0.66515,             0.46493,            0.027633,            0.016674,                   0,           0.0049114,           0.0049114,           0.0049114
                 259,            0.015799,            0.013176,                   0,             0.69604,             0.58228,             0.63464,             0.45678,            0.026898,            0.017594,                   0,           0.0048916,           0.0048916,           0.0048916
                 260,            0.015174,            0.012985,                   0,             0.59732,             0.51899,             0.56011,             0.41668,             0.02812,            0.018113,                   0,           0.0048718,           0.0048718,           0.0048718
                 261,            0.015563,            0.013408,                   0,             0.61278,             0.56962,             0.61622,             0.44275,            0.028738,            0.018034,                   0,            0.004852,            0.004852,            0.004852
                 262,            0.014993,            0.012821,                   0,             0.69401,             0.56962,             0.62561,             0.46186,            0.029113,            0.019195,                   0,           0.0048322,           0.0048322,           0.0048322
                 263,            0.014335,            0.012872,                   0,             0.66486,             0.60759,             0.64498,             0.46342,            0.027227,            0.017991,                   0,           0.0048124,           0.0048124,           0.0048124
                 264,            0.014688,            0.013225,                   0,              0.6599,             0.66318,             0.63546,             0.45512,            0.026827,            0.016398,                   0,           0.0047926,           0.0047926,           0.0047926
                 265,            0.015219,            0.012402,                   0,             0.73705,             0.63291,             0.67811,              0.4766,              0.0271,            0.016048,                   0,           0.0047728,           0.0047728,           0.0047728
                 266,            0.015494,             0.01436,                   0,             0.60647,              0.7023,             0.64263,             0.46939,             0.02699,            0.016116,                   0,            0.004753,            0.004753,            0.004753
                 267,            0.015079,            0.012952,                   0,             0.78544,             0.50633,             0.65015,              0.4733,            0.028214,            0.017992,                   0,           0.0047332,           0.0047332,           0.0047332
                 268,             0.01594,            0.014325,                   0,             0.62547,             0.61308,             0.63771,             0.46265,             0.02812,            0.016979,                   0,           0.0047134,           0.0047134,           0.0047134
                 269,            0.016364,            0.013059,                   0,             0.62255,             0.60548,             0.56937,             0.39448,            0.028642,            0.016834,                   0,           0.0046936,           0.0046936,           0.0046936
                 270,            0.015457,            0.012808,                   0,             0.60008,             0.60781,             0.59765,             0.43719,            0.026526,            0.018071,                   0,           0.0046738,           0.0046738,           0.0046738
                 271,            0.014426,            0.012401,                   0,             0.63683,             0.59494,             0.63424,             0.46327,            0.025892,            0.018526,                   0,            0.004654,            0.004654,            0.004654
                 272,            0.014905,              0.0133,                   0,               0.615,             0.58228,             0.62879,             0.45303,            0.027254,            0.018715,                   0,           0.0046342,           0.0046342,           0.0046342
                 273,            0.016385,            0.012107,                   0,             0.60649,             0.58532,             0.57692,             0.41796,            0.028228,            0.018536,                   0,           0.0046144,           0.0046144,           0.0046144
                 274,            0.014807,            0.013314,                   0,             0.65048,             0.58898,             0.61791,              0.4563,            0.027969,            0.017948,                   0,           0.0045946,           0.0045946,           0.0045946
                 275,            0.014834,              0.0129,                   0,             0.59813,             0.63291,             0.63221,             0.46203,            0.027839,            0.018227,                   0,           0.0045748,           0.0045748,           0.0045748
                 276,            0.014229,              0.0126,                   0,             0.65893,             0.59494,             0.58209,             0.41921,             0.02802,            0.018636,                   0,            0.004555,            0.004555,            0.004555
                 277,            0.014836,            0.013887,                   0,             0.64904,             0.59494,             0.57914,             0.42542,            0.027885,            0.017499,                   0,           0.0045352,           0.0045352,           0.0045352
                 278,            0.014235,            0.013112,                   0,             0.57567,             0.62025,             0.58735,             0.43734,            0.027019,              0.0183,                   0,           0.0045154,           0.0045154,           0.0045154
                 279,            0.015033,            0.012767,                   0,             0.71394,             0.56962,              0.6178,             0.44173,            0.028037,            0.018169,                   0,           0.0044956,           0.0044956,           0.0044956
                 280,            0.014185,            0.012876,                   0,             0.61136,             0.62025,             0.60801,             0.44084,            0.028091,            0.017893,                   0,           0.0044758,           0.0044758,           0.0044758
                 281,            0.015435,            0.013004,                   0,             0.60422,             0.64557,             0.58803,             0.43095,            0.028299,             0.01815,                   0,            0.004456,            0.004456,            0.004456
                 282,            0.015153,             0.01249,                   0,             0.59791,             0.62025,             0.59943,             0.45457,            0.026747,             0.01858,                   0,           0.0044362,           0.0044362,           0.0044362
                 283,            0.014505,            0.013311,                   0,             0.61966,             0.59494,             0.61925,             0.45894,            0.027699,            0.018832,                   0,           0.0044164,           0.0044164,           0.0044164
                 284,              0.0146,            0.013311,                   0,             0.65018,             0.58228,             0.60858,             0.44962,            0.028233,            0.017861,                   0,           0.0043966,           0.0043966,           0.0043966
                 285,            0.015287,            0.014498,                   0,             0.59566,             0.63291,             0.63933,             0.46642,             0.02896,            0.017772,                   0,           0.0043768,           0.0043768,           0.0043768
                 286,            0.014137,              0.0122,                   0,             0.71125,             0.62025,              0.6711,             0.48665,            0.027998,            0.017519,                   0,            0.004357,            0.004357,            0.004357
                 287,            0.014252,            0.011819,                   0,             0.59966,             0.65823,             0.60529,             0.43397,            0.027679,            0.017573,                   0,           0.0043372,           0.0043372,           0.0043372
                 288,            0.014389,            0.012605,                   0,             0.61803,             0.64557,             0.58811,             0.43119,            0.027755,            0.017815,                   0,           0.0043174,           0.0043174,           0.0043174
                 289,            0.015026,            0.012879,                   0,             0.62441,             0.63291,             0.62234,              0.4602,             0.02882,            0.018193,                   0,           0.0042976,           0.0042976,           0.0042976
                 290,            0.014167,            0.012408,                   0,             0.59856,             0.65823,             0.56402,             0.41372,            0.029464,            0.018806,                   0,           0.0042778,           0.0042778,           0.0042778
                 291,            0.014848,            0.012637,                   0,             0.62234,             0.60495,             0.58412,             0.43289,             0.02797,            0.019316,                   0,            0.004258,            0.004258,            0.004258
                 292,             0.01476,             0.01299,                   0,             0.57838,             0.60776,             0.58298,             0.42536,            0.027509,            0.018747,                   0,           0.0042382,           0.0042382,           0.0042382
                 293,            0.014825,            0.013334,                   0,             0.61888,             0.62025,             0.58364,             0.42688,            0.026303,            0.017928,                   0,           0.0042184,           0.0042184,           0.0042184
                 294,            0.014334,            0.011913,                   0,             0.67248,             0.55696,             0.58668,             0.40722,            0.026447,            0.017804,                   0,           0.0041986,           0.0041986,           0.0041986
                 295,            0.014865,            0.012479,                   0,             0.70319,             0.64557,              0.6485,              0.4685,            0.024864,            0.016631,                   0,           0.0041788,           0.0041788,           0.0041788
                 296,            0.014124,            0.012182,                   0,             0.63451,             0.63733,             0.65805,             0.46845,            0.025657,            0.017701,                   0,            0.004159,            0.004159,            0.004159
                 297,            0.014698,            0.012773,                   0,             0.63384,             0.65823,              0.6632,             0.45875,            0.026887,             0.01855,                   0,           0.0041392,           0.0041392,           0.0041392
                 298,            0.014469,             0.01383,                   0,             0.65249,             0.64176,             0.64507,             0.45419,              0.0269,            0.017628,                   0,           0.0041194,           0.0041194,           0.0041194
                 299,            0.014094,            0.012234,                   0,             0.68371,             0.56962,             0.63006,             0.45647,             0.02637,            0.016963,                   0,           0.0040996,           0.0040996,           0.0040996
                 300,            0.014194,            0.012742,                   0,             0.69307,             0.60029,             0.64485,             0.46384,            0.026461,            0.017098,                   0,           0.0040798,           0.0040798,           0.0040798
                 301,             0.01391,            0.012024,                   0,             0.70142,             0.56504,             0.65563,             0.46805,            0.027887,              0.0175,                   0,             0.00406,             0.00406,             0.00406
                 302,             0.01384,            0.011631,                   0,             0.70543,             0.60759,             0.66381,             0.48996,            0.029055,            0.017623,                   0,           0.0040402,           0.0040402,           0.0040402
                 303,            0.014326,            0.011712,                   0,             0.68086,             0.60759,             0.65511,             0.49363,            0.028016,            0.017515,                   0,           0.0040204,           0.0040204,           0.0040204
                 304,            0.014839,            0.011485,                   0,              0.5871,             0.64796,             0.63001,             0.45988,            0.028548,            0.016911,                   0,           0.0040006,           0.0040006,           0.0040006
                 305,            0.014104,            0.012576,                   0,             0.55972,             0.63291,             0.59791,             0.43707,            0.029554,            0.018044,                   0,           0.0039808,           0.0039808,           0.0039808
                 306,            0.014176,            0.013166,                   0,             0.67726,             0.53165,             0.61459,             0.46416,            0.028972,            0.018529,                   0,            0.003961,            0.003961,            0.003961
                 307,             0.01518,            0.013488,                   0,             0.69635,             0.55696,             0.58673,             0.42901,            0.028729,            0.018871,                   0,           0.0039412,           0.0039412,           0.0039412
                 308,            0.014771,            0.013576,                   0,             0.57318,               0.578,             0.57893,              0.4081,            0.028277,            0.018239,                   0,           0.0039214,           0.0039214,           0.0039214
                 309,            0.013716,            0.012249,                   0,             0.70109,              0.5938,              0.6383,             0.46044,            0.027645,            0.017316,                   0,           0.0039016,           0.0039016,           0.0039016
                 310,            0.013834,            0.013471,                   0,             0.60376,             0.59494,              0.5952,             0.44015,             0.02703,            0.019013,                   0,           0.0038818,           0.0038818,           0.0038818
                 311,            0.015112,             0.01179,                   0,               0.594,             0.53712,             0.57757,             0.42747,            0.027491,             0.02012,                   0,            0.003862,            0.003862,            0.003862
                 312,             0.01416,            0.012571,                   0,             0.69641,             0.48101,             0.59842,             0.45735,            0.027908,            0.020932,                   0,           0.0038422,           0.0038422,           0.0038422
                 313,            0.014435,             0.01218,                   0,             0.67087,             0.59494,             0.64255,             0.49083,            0.026834,            0.018914,                   0,           0.0038224,           0.0038224,           0.0038224
                 314,            0.013541,            0.012692,                   0,             0.68158,             0.56962,             0.65134,             0.47184,            0.026823,            0.018088,                   0,           0.0038026,           0.0038026,           0.0038026
                 315,            0.014711,            0.013026,                   0,             0.64063,             0.56962,             0.63401,             0.46333,            0.027713,            0.017762,                   0,           0.0037828,           0.0037828,           0.0037828
                 316,            0.014384,            0.013751,                   0,              0.5577,              0.6962,             0.61564,             0.44658,            0.027823,            0.017338,                   0,            0.003763,            0.003763,            0.003763
                 317,              0.0149,            0.013127,                   0,               0.557,             0.65823,             0.59929,             0.45021,            0.028715,            0.017146,                   0,           0.0037432,           0.0037432,           0.0037432
                 318,            0.014564,            0.012432,                   0,              0.6207,             0.55931,              0.6091,             0.44668,              0.0287,            0.017636,                   0,           0.0037234,           0.0037234,           0.0037234
                 319,            0.014051,            0.011161,                   0,             0.60797,             0.60857,             0.60602,              0.4527,             0.02733,            0.017573,                   0,           0.0037036,           0.0037036,           0.0037036
                 320,            0.013961,            0.012042,                   0,              0.6886,             0.58228,             0.60587,             0.44699,            0.027235,            0.017179,                   0,           0.0036838,           0.0036838,           0.0036838
                 321,            0.013808,            0.011713,                   0,             0.56552,             0.64258,             0.57641,             0.42325,            0.027204,            0.017375,                   0,            0.003664,            0.003664,            0.003664
                 322,            0.013955,              0.0128,                   0,             0.68765,             0.55696,             0.60404,             0.43293,            0.027399,            0.016864,                   0,           0.0036442,           0.0036442,           0.0036442
                 323,            0.014406,            0.013023,                   0,             0.69377,             0.68354,             0.66153,             0.48497,            0.027843,            0.016157,                   0,           0.0036244,           0.0036244,           0.0036244
                 324,            0.014407,            0.012316,                   0,             0.71362,             0.66242,             0.64558,             0.45826,            0.028889,            0.017202,                   0,           0.0036046,           0.0036046,           0.0036046
                 325,            0.013506,            0.011482,                   0,             0.65678,             0.60759,             0.59492,             0.42149,            0.028218,            0.017972,                   0,           0.0035848,           0.0035848,           0.0035848
                 326,            0.013809,            0.012455,                   0,             0.56235,             0.63435,             0.54294,              0.3842,            0.027744,            0.017992,                   0,            0.003565,            0.003565,            0.003565
                 327,            0.013854,            0.011548,                   0,             0.61503,             0.62025,             0.59883,             0.42815,            0.027236,            0.017291,                   0,           0.0035452,           0.0035452,           0.0035452
                 328,            0.013842,            0.012612,                   0,             0.64765,             0.58228,             0.61201,             0.44025,            0.027641,            0.017952,                   0,           0.0035254,           0.0035254,           0.0035254
                 329,             0.01326,            0.011152,                   0,             0.65063,             0.62025,             0.61702,             0.43894,            0.029023,            0.017775,                   0,           0.0035056,           0.0035056,           0.0035056
                 330,            0.013592,            0.012515,                   0,             0.60244,             0.58228,             0.59209,             0.43012,            0.030206,            0.018909,                   0,           0.0034858,           0.0034858,           0.0034858
                 331,            0.014535,            0.012308,                   0,             0.62914,             0.55834,             0.61236,             0.44386,             0.02992,            0.018943,                   0,            0.003466,            0.003466,            0.003466
                 332,            0.013421,            0.011407,                   0,             0.60821,             0.58955,               0.652,             0.47141,             0.02845,            0.018205,                   0,           0.0034462,           0.0034462,           0.0034462
                 333,            0.013289,            0.011372,                   0,             0.72305,             0.55696,             0.67074,             0.49213,            0.026945,            0.018162,                   0,           0.0034264,           0.0034264,           0.0034264
                 334,              0.0139,            0.011383,                   0,             0.62519,             0.59123,             0.66967,             0.48499,            0.026783,            0.019005,                   0,           0.0034066,           0.0034066,           0.0034066
                 335,            0.014519,            0.011818,                   0,             0.81623,             0.50601,              0.6371,             0.45256,            0.026757,            0.019493,                   0,           0.0033868,           0.0033868,           0.0033868
                 336,            0.013465,            0.013334,                   0,             0.60795,             0.56962,             0.59167,             0.41978,            0.028263,            0.019531,                   0,            0.003367,            0.003367,            0.003367
                 337,            0.013214,            0.012151,                   0,             0.68108,              0.5443,             0.58537,             0.40941,             0.02874,            0.018984,                   0,           0.0033472,           0.0033472,           0.0033472
